Confidence,SKU,Item Name,Category,Current Measure Type,Current Base UOM,Recommended Measure Type,Recommended Base UOM,Pack Analysis,Industry Standard,Reasoning
"HIGH","IT66840","Oregano 1oz","produce","Each","oz","Weight","lb","Pack: 4x 1oz = 4oz total. Weight-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Pack: 4x 1oz = 4oz total. Weight-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","IT10772291","Organic Flour 1lb","grocery","Each","oz","Weight","lb","Multiple units (50) of 1lb. Count-based with weight per unit.","Industry standard: Bulk dry goods tracked by weight","✅ Industry standard: Industry standard: Bulk dry goods tracked by weight | ⚠️  Pack analysis: Multiple units (50) of 1lb. Count-based with weight per unit."
"HIGH","IT05659","Pear Vinegar 1gal","grocery","Each","oz","Volume","oz","Pack: 1x 1gal. Volume accumulates to 128. Volume-based.","Industry standard: Liquid pantry items tracked by volume","✅ Pack analysis: Pack: 1x 1gal. Volume accumulates to 128. Volume-based. | ⚠️  Industry standard: Industry standard: Liquid pantry items tracked by volume"
"HIGH","IT01270","Pear, Apple 18each","produce","Each","oz","Each","ea","Pack contains 12 units. Count-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Pack contains 12 units. Count-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","IT13888","Pomegranate Juice 24fl.oz","grocery","Each","oz","Each","ea","Pack contains 1 units. Count-based.","Industry standard: Packaged goods tracked by container","✅ Pack analysis: Pack contains 1 units. Count-based. | ⚠️  Industry standard: Industry standard: Packaged goods tracked by container"
"HIGH","IT81432","Pomegranate Molasses 12.7oz","grocery","Each","oz","Weight","lb","Pack: 1x 12.7oz = 12.7oz total. Weight-based.","Industry standard: Packaged goods tracked by container","✅ Pack analysis: Pack: 1x 12.7oz = 12.7oz total. Weight-based. | ⚠️  Industry standard: Industry standard: Packaged goods tracked by container"
"HIGH","IT16096","Pomegrante Seeds 1each","produce","Each","oz","Each","ea","Pack contains 3 units. Count-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Pack contains 3 units. Count-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","IT30554","Ponzu 1gal","grocery","Each","oz","Volume","oz","Pack: 1x 1gal. Volume accumulates to 128. Volume-based.","Industry standard: Packaged goods tracked by container","✅ Pack analysis: Pack: 1x 1gal. Volume accumulates to 128. Volume-based. | ⚠️  Industry standard: Industry standard: Packaged goods tracked by container"
"HIGH","IT8434219","Ginger Ale, Glass 10fl.oz","non_alcoholic_beverage","Each","oz","Weight","lb","Pack: 24x 10oz = 240oz total. Weight-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Pack: 24x 10oz = 240oz total. Weight-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","IT004101601","Rib Chop, French 1lb","meat","Each","oz","Weight","lb","Single unit of 1lb. Weight-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
"HIGH","IT001767801","Ribeye, Lip, Creekstone 1lb","meat","Each","oz","Weight","lb","Single unit of 1lb. Weight-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
"HIGH","SPP100","Paprika Smoked, Spanish 1lb","grocery","Each","oz","Weight","lb","Single unit of 1lb. Weight-based.","Industry standard: Packaged goods tracked by container","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Industry standard: Packaged goods tracked by container"
"HIGH","IT71096","Oyster Sauce Jar 1each","grocery","Each","oz","Each","ea","Pack contains 1 units. Count-based.","Industry standard: Liquid pantry items tracked by volume","✅ Pack analysis: Pack contains 1 units. Count-based. | ⚠️  Industry standard: Industry standard: Liquid pantry items tracked by volume"
"HIGH","TAI02","Red Sea Bream 1lb","seafood","Each","oz","Weight","lb","Single unit of 1lb. Weight-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
"HIGH","VIN006","Red Vinegar 1each","grocery","Each","oz","Each","ea","Pack contains 1 units. Count-based.","Industry standard: Liquid pantry items tracked by volume","✅ Pack analysis: Pack contains 1 units. Count-based. | ⚠️  Industry standard: Industry standard: Liquid pantry items tracked by volume"
"HIGH","IT27981","Paprika, Smoked 1lb","grocery","Each","oz","Weight","lb","Single unit of 1lb. Weight-based.","Industry standard: Packaged goods tracked by container","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Industry standard: Packaged goods tracked by container"
"HIGH","IT10876508N","Passion Pineapple Sorbet 1L","dairy","Each","oz","Volume","oz","Pack: 5x 1l. Volume accumulates to 169.07. Volume-based.","Industry standard: Containerized dairy tracked by unit","✅ Pack analysis: Pack: 5x 1l. Volume accumulates to 169.07. Volume-based. | ⚠️  Industry standard: Industry standard: Containerized dairy tracked by unit"
"HIGH","IT01241","Passionfruit - Food 1each","produce","Each","oz","Each","ea","Pack contains 1 units. Count-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Pack contains 1 units. Count-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","IT10229204","Passionfruit Sorbet 1L","dairy","Each","oz","Volume","oz","Pack: 5x 1l. Volume accumulates to 169.07. Volume-based.","Industry standard: Containerized dairy tracked by unit","✅ Pack analysis: Pack: 5x 1l. Volume accumulates to 169.07. Volume-based. | ⚠️  Industry standard: Industry standard: Containerized dairy tracked by unit"
"HIGH","IT99518","Pea Shoots 1lb","produce","Each","oz","Weight","lb","Single unit of 1lb. Weight-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","IT22444","Pea Tendrils 1lb","produce","Each","oz","Weight","lb","Single unit of 1lb. Weight-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","IT01671","Radicchio, White 1Case","produce","Each","oz","Each","ea","Pack contains 1 units. Count-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Pack contains 1 units. Count-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","IT55579","Radish BreakFast 1each","produce","Each","oz","Each","ea","Pack contains 3 units. Count-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Pack contains 3 units. Count-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","IT04809","Red Wine Vinegar 1gal","grocery","Each","oz","Volume","oz","Pack: 1x 1gal. Volume accumulates to 128. Volume-based.","Industry standard: Liquid pantry items tracked by volume","✅ Pack analysis: Pack: 1x 1gal. Volume accumulates to 128. Volume-based. | ⚠️  Industry standard: Industry standard: Liquid pantry items tracked by volume"
"HIGH","IT30273","Red Yuzu Kosho 2.82oz","grocery","Each","oz","Weight","lb","Pack: 1x 2.82oz = 2.82oz total. Weight-based.","Industry standard: Packaged goods tracked by container","✅ Pack analysis: Pack: 1x 2.82oz = 2.82oz total. Weight-based. | ⚠️  Industry standard: Industry standard: Packaged goods tracked by container"
"HIGH","IT16481","Rice Bran Oil - Food 35lb","grocery","Each","oz","Weight","lb","Single unit of 35lb. Weight-based.","Industry standard: Liquid pantry items tracked by volume","✅ Pack analysis: Single unit of 35lb. Weight-based. | ⚠️  Industry standard: Industry standard: Liquid pantry items tracked by volume"
"HIGH","IT75760","Rice Vinegar 1gal","grocery","Each","oz","Volume","oz","Pack: 1x 1gal. Volume accumulates to 128. Volume-based.","Industry standard: Liquid pantry items tracked by volume","✅ Pack analysis: Pack: 1x 1gal. Volume accumulates to 128. Volume-based. | ⚠️  Industry standard: Industry standard: Liquid pantry items tracked by volume"
"HIGH","IT10118854","Rice Wine Vinegar 1gal","grocery","Each","oz","Volume","oz","Pack: 1x 1gal. Volume accumulates to 128. Volume-based.","Industry standard: Liquid pantry items tracked by volume","✅ Pack analysis: Pack: 1x 1gal. Volume accumulates to 128. Volume-based. | ⚠️  Industry standard: Industry standard: Liquid pantry items tracked by volume"
"HIGH","IT00850","Rosemary 1lb","produce","Each","oz","Weight","lb","Single unit of 1lb. Weight-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","IT09598","Rosemary 4oz","produce","Each","oz","Weight","lb","Pack: 1x 4oz = 4oz total. Weight-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Pack: 1x 4oz = 4oz total. Weight-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","BC758096A","Preserved Lemons 1kg","grocery","Each","oz","Weight","lb","Pack: 5x 1kg = 5kg total. Weight-based.","Industry standard: Packaged goods tracked by container","✅ Pack analysis: Pack: 5x 1kg = 5kg total. Weight-based. | ⚠️  Industry standard: Industry standard: Packaged goods tracked by container"
"HIGH","IT001201901","Pork Loin Rib 1lb","meat","Each","oz","Weight","lb","Single unit of 1lb. Weight-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
"HIGH","IT001704401","Porterhouse, Prime 1lb","meat","Each","oz","Weight","lb","Single unit of 1lb. Weight-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
"HIGH","IT001221501","Prosciutto 3oz","meat","Each","oz","Each","ea","Pack: 12x 3oz = 36oz total. Weight-based.","Industry standard: Pre-portioned proteins tracked by count, recipes use count or weight","✅ Industry standard: Industry standard: Pre-portioned proteins tracked by count, recipes use count or weight | ⚠️  Pack analysis: Pack: 12x 3oz = 36oz total. Weight-based."
"HIGH","IT10462145N","Potato Bun, 4" Frozen 12each","bakery","Each","oz","Each","ea","Pack contains 5 units. Count-based.","Industry standard: Baked goods tracked by unit","✅ Industry standard: Industry standard: Baked goods tracked by unit | ⚠️  Pack analysis: Pack contains 5 units. Count-based."
"HIGH","IT21478","Powdered Sugar 1lb","grocery","Each","oz","Weight","lb","Multiple units (24) of 1lb. Count-based with weight per unit.","Industry standard: Bulk dry goods tracked by weight","✅ Industry standard: Industry standard: Bulk dry goods tracked by weight | ⚠️  Pack analysis: Multiple units (24) of 1lb. Count-based with weight per unit."
"HIGH","IT10763870","Pretzel Sticks 1each","grocery","Each","oz","Each","ea","Pack contains 120 units. Count-based.","Industry standard: Packaged goods tracked by container","✅ Pack analysis: Pack contains 120 units. Count-based. | ⚠️  Industry standard: Industry standard: Packaged goods tracked by container"
"HIGH","IT10464204N","Prosciutto, Italian Sliced 1lb","meat","Each","oz","Each","ea","Pack contains 1 units. Count-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Pack contains 1 units. Count-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
"HIGH","IT02325","Provolone Cheese 1lb","dairy","Each","oz","Weight","lb","Multiple units (12) of 1lb. Count-based with weight per unit.","Industry standard: Solid dairy tracked by weight","✅ Industry standard: Industry standard: Solid dairy tracked by weight | ⚠️  Pack analysis: Multiple units (12) of 1lb. Count-based with weight per unit."
"HIGH","IT28177","Radicchio 1head","produce","Each","oz","Each","ea","Pack contains 1 units. Count-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Pack contains 1 units. Count-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","IT77570","Radish, Ice 1each","produce","Each","oz","Each","ea","Pack contains 6 units. Count-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Pack contains 6 units. Count-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","IT09559","Raspberry - Food 6oz","produce","Each","oz","Weight","lb","Pack: 3x 6oz = 18oz total. Weight-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Pack: 3x 6oz = 18oz total. Weight-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","IT10060","Sesame Oil 1gal","grocery","Each","oz","Volume","oz","Pack: 1x 1gal. Volume accumulates to 128. Volume-based.","Industry standard: Liquid pantry items tracked by volume","✅ Pack analysis: Pack: 1x 1gal. Volume accumulates to 128. Volume-based. | ⚠️  Industry standard: Industry standard: Liquid pantry items tracked by volume"
"HIGH","AJI02","Shima Aji 1lb","seafood","Each","oz","Weight","lb","Single unit of 1lb. Weight-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
"HIGH","DAS04","Shiro Dashi 60fl.oz","grocery","Each","oz","Each","ea","Pack contains 1 units. Count-based.","Industry standard: Packaged goods tracked by container","✅ Pack analysis: Pack contains 1 units. Count-based. | ⚠️  Industry standard: Industry standard: Packaged goods tracked by container"
"HIGH","MISC001","Shiro Miso 1kg","grocery","Each","oz","Weight","lb","Pack: 1x 1kg = 1kg total. Weight-based.","Industry standard: Packaged goods tracked by container","✅ Pack analysis: Pack: 1x 1kg = 1kg total. Weight-based. | ⚠️  Industry standard: Industry standard: Packaged goods tracked by container"
"HIGH","VN149207","Shiro Shoyu 60fl.oz","grocery","Each","oz","Each","ea","Pack contains 1 units. Count-based.","Industry standard: Packaged goods tracked by container","✅ Pack analysis: Pack contains 1 units. Count-based. | ⚠️  Industry standard: Industry standard: Packaged goods tracked by container"
"HIGH","IT01052","Raspberry 1Case","produce","Each","oz","Each","ea","Pack contains 1 units. Count-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Pack contains 1 units. Count-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","IT18338","Raspberry Sorbet 1gal","dairy","Each","oz","Volume","oz","Pack: 1x 1gal. Volume accumulates to 128. Volume-based.","Industry standard: Containerized dairy tracked by unit","✅ Pack analysis: Pack: 1x 1gal. Volume accumulates to 128. Volume-based. | ⚠️  Industry standard: Industry standard: Containerized dairy tracked by unit"
"HIGH","IT19064","Red Gem Lettuce 1lb","produce","Each","oz","Each","ea","Multiple units (6) of 1lb. Count-based with weight per unit.","Industry standard: Herbs/leafy greens tracked by bunch/head","✅ Industry standard: Industry standard: Herbs/leafy greens tracked by bunch/head | ⚠️  Pack analysis: Multiple units (6) of 1lb. Count-based with weight per unit."
"HIGH","IT13593","Sherry Vinegar 1gal","grocery","Each","oz","Volume","oz","Pack: 1x 1gal. Volume accumulates to 128. Volume-based.","Industry standard: Liquid pantry items tracked by volume","✅ Pack analysis: Pack: 1x 1gal. Volume accumulates to 128. Volume-based. | ⚠️  Industry standard: Industry standard: Liquid pantry items tracked by volume"
"HIGH","IT10454971","Sherry Vinegar 25fl.oz","grocery","Each","oz","Weight","lb","Pack: 6x 25oz = 150oz total. Weight-based.","Industry standard: Liquid pantry items tracked by volume","✅ Pack analysis: Pack: 6x 25oz = 150oz total. Weight-based. | ⚠️  Industry standard: Industry standard: Liquid pantry items tracked by volume"
"HIGH","IT10814155N","Shio Koji 500ml","grocery","Each","oz","Volume","oz","Pack: 1x 500ml. Volume accumulates to 16.907. Volume-based.","Industry standard: Packaged goods tracked by container","✅ Pack analysis: Pack: 1x 500ml. Volume accumulates to 16.907. Volume-based. | ⚠️  Industry standard: Industry standard: Packaged goods tracked by container"
"HIGH","CHUK01","Seaweed Salad, Japan 1lb","produce","Each","oz","Weight","lb","Single unit of 1lb. Weight-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","WAK04","Seaweed Fresh, Wakameg 1lb","produce","Each","oz","Weight","lb","Single unit of 1lb. Weight-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","VIN050810","Sopressata 1lb","meat","Each","oz","Weight","lb","Single unit of 1lb. Weight-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
"HIGH","SAL01","Soy Salt MOROMI SHIZUKU 1pack","grocery","Each","oz","Weight","lb","Pack contains 1 units. Count-based.","Industry standard: Bulk dry goods tracked by weight","✅ Industry standard: Industry standard: Bulk dry goods tracked by weight | ⚠️  Pack analysis: Pack contains 1 units. Count-based."
"HIGH","SALSCT002","Salmon, Whole 1lb","seafood","Each","oz","Weight","lb","Single unit of 1lb. Weight-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
"HIGH","SAY01","Sayori 1lb","seafood","Each","oz","Weight","lb","Single unit of 1lb. Weight-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
"HIGH","IT008001701","Rock Cod Fillet 30lb","seafood","Each","oz","Weight","lb","Single unit of 30lb. Weight-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Single unit of 30lb. Weight-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
"HIGH","IT003204001","Rose Pork Sausage Links 1lb","meat","Each","oz","Weight","lb","Single unit of 1lb. Weight-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
"HIGH","IT008346001","Salmon, Faroe Island 1lb","seafood","Each","oz","Weight","lb","Single unit of 1lb. Weight-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
"HIGH","IT001699901","Scallop (Hotate) 1lb","seafood","Each","oz","Each","ea","Single unit of 1lb. Weight-based.","Industry standard: Premium seafood tracked by unit/jar","✅ Industry standard: Industry standard: Premium seafood tracked by unit/jar | ⚠️  Pack analysis: Single unit of 1lb. Weight-based."
"HIGH","IT001608301","Scallop, Dry Pack Fresh 1lb","seafood","Each","oz","Each","ea","Multiple units (8) of 1lb. Count-based with weight per unit.","Industry standard: Premium seafood tracked by unit/jar","✅ Industry standard: Industry standard: Premium seafood tracked by unit/jar | ⚠️  Pack analysis: Multiple units (8) of 1lb. Count-based with weight per unit."
"HIGH","IT008006501","Seabass 1lb","seafood","Each","oz","Weight","lb","Single unit of 1lb. Weight-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
"HIGH","IT03915","Semolina Flour 1lb","grocery","Each","oz","Weight","lb","Multiple units (50) of 1lb. Count-based with weight per unit.","Industry standard: Bulk dry goods tracked by weight","✅ Industry standard: Industry standard: Bulk dry goods tracked by weight | ⚠️  Pack analysis: Multiple units (50) of 1lb. Count-based with weight per unit."
"HIGH","IT02374","Sour Cream 1lb","dairy","Each","oz","Volume","gal","Multiple units (5) of 1lb. Count-based with weight per unit.","Industry standard: Liquid dairy tracked by volume","✅ Industry standard: Industry standard: Liquid dairy tracked by volume | ⚠️  Pack analysis: Multiple units (5) of 1lb. Count-based with weight per unit."
"HIGH","IT11768","Soy Paper White 20each","grocery","Each","oz","Each","ea","Pack contains 1 units. Count-based.","Industry standard: Packaged goods tracked by container","✅ Pack analysis: Pack contains 1 units. Count-based. | ⚠️  Industry standard: Industry standard: Packaged goods tracked by container"
"HIGH","IT108983","Soy Sauce 1gal","grocery","Each","oz","Volume","oz","Pack: 5x 1gal. Volume accumulates to 640. Volume-based.","Industry standard: Liquid pantry items tracked by volume","✅ Pack analysis: Pack: 5x 1gal. Volume accumulates to 640. Volume-based. | ⚠️  Industry standard: Industry standard: Liquid pantry items tracked by volume"
"HIGH","IT10297864","Ricotta Cheese 1lb","dairy","Each","oz","Weight","lb","Multiple units (5) of 1lb. Count-based with weight per unit.","Industry standard: Solid dairy tracked by weight","✅ Industry standard: Industry standard: Solid dairy tracked by weight | ⚠️  Pack analysis: Multiple units (5) of 1lb. Count-based with weight per unit."
"HIGH","IT39211","Roasted Sesame Dressing 64fl.oz","grocery","Each","oz","Each","ea","Pack contains 1 units. Count-based.","Industry standard: Packaged goods tracked by container","✅ Pack analysis: Pack contains 1 units. Count-based. | ⚠️  Industry standard: Industry standard: Packaged goods tracked by container"
"HIGH","IT00373","Romaine 1each","produce","Each","oz","Each","ea","Pack contains 24 units. Count-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Pack contains 24 units. Count-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","IT00879","Romaine Heart, Case 1lb","produce","Each","oz","Weight","lb","Single unit of 1lb. Weight-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","IT08566","Romaine Hearts 1each","produce","Each","oz","Each","ea","Pack contains 36 units. Count-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Pack contains 36 units. Count-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","IT22559","Saffron 1oz","grocery","Each","oz","Weight","lb","Pack: 1x 1oz = 1oz total. Weight-based.","Industry standard: Packaged goods tracked by container","✅ Pack analysis: Pack: 1x 1oz = 1oz total. Weight-based. | ⚠️  Industry standard: Industry standard: Packaged goods tracked by container"
"HIGH","IT11692","Sake, Seasoned 18L","grocery","Each","oz","Volume","oz","Pack: 1x 18l. Volume accumulates to 608.652. Volume-based.","Industry standard: Packaged goods tracked by container","✅ Pack analysis: Pack: 1x 18l. Volume accumulates to 608.652. Volume-based. | ⚠️  Industry standard: Industry standard: Packaged goods tracked by container"
"HIGH","IT10843175BC","Salame di Manzo 1lb","meat","Each","oz","Weight","lb","Single unit of 1lb. Weight-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
"HIGH","IT10517265","Salted Dulce de Leche Gelato 5L","dairy","Each","oz","Volume","oz","Pack: 1x 5l. Volume accumulates to 169.07. Volume-based.","Industry standard: Containerized dairy tracked by unit","✅ Pack analysis: Pack: 1x 5l. Volume accumulates to 169.07. Volume-based. | ⚠️  Industry standard: Industry standard: Containerized dairy tracked by unit"
"HIGH","IT1773","Sambal Oelek, Sauce 18oz","grocery","Each","oz","Weight","lb","Pack: 1x 18oz = 18oz total. Weight-based.","Industry standard: Liquid pantry items tracked by volume","✅ Pack analysis: Pack: 1x 18oz = 18oz total. Weight-based. | ⚠️  Industry standard: Industry standard: Liquid pantry items tracked by volume"
"HIGH","IT25550","Sambal Sauce 1gal","grocery","Each","oz","Volume","oz","Pack: 1x 1gal. Volume accumulates to 128. Volume-based.","Industry standard: Liquid pantry items tracked by volume","✅ Pack analysis: Pack: 1x 1gal. Volume accumulates to 128. Volume-based. | ⚠️  Industry standard: Industry standard: Liquid pantry items tracked by volume"
"HIGH","IT13427","Sasa (Bamboo Leaf) 100each","produce","Each","oz","Each","ea","Pack contains 1 units. Count-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Pack contains 1 units. Count-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","IT1113673","Sea Salt 1lb","grocery","Each","oz","Weight","lb","Multiple units (3) of 1lb. Count-based with weight per unit.","Industry standard: Bulk dry goods tracked by weight","✅ Industry standard: Industry standard: Bulk dry goods tracked by weight | ⚠️  Pack analysis: Multiple units (3) of 1lb. Count-based with weight per unit."
"HIGH","TEM001","Shrimp Tempura, Tzekuri Case 1each","seafood","Each","lb","Each","ea","Pack contains 1 units. Count-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Pack contains 1 units. Count-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
"HIGH","IT001627601","Soft Shell Crab 1dozen","seafood","Each","lb","Each","ea","Pack contains 1 units. Count-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Pack contains 1 units. Count-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
"HIGH","RIC03","Short Grain Rice 1lb","grocery","Each","oz","Weight","lb","Multiple units (11) of 1lb. Count-based with weight per unit.","Industry standard: Bulk dry goods tracked by weight","✅ Industry standard: Industry standard: Bulk dry goods tracked by weight | ⚠️  Pack analysis: Multiple units (11) of 1lb. Count-based with weight per unit."
"HIGH","GH100","Honey Pure 5lb","bar_consumables","Each","oz","Weight","lb","Single unit of 5lb. Weight-based.","Default: Most food items tracked by unit with weight conversion","✅ Pack analysis: Single unit of 5lb. Weight-based. | ⚠️  Industry standard: Default: Most food items tracked by unit with weight conversion"
"HIGH","IT003630601","Shrimp 16/20 1lb","seafood","Each","oz","Weight","lb","Single unit of 1lb. Weight-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
"HIGH","IT008102701","Shrimp 21/25 1lb","seafood","Each","oz","Weight","lb","Single unit of 1lb. Weight-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
"HIGH","SNAPP01","Snapper, Red 1lb","seafood","Each","oz","Weight","lb","Single unit of 1lb. Weight-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
"HIGH","GS116","Soy Sauce, Lite 64fl.oz","grocery","Each","oz","Each","ea","Pack contains 1 units. Count-based.","Industry standard: Liquid pantry items tracked by volume","✅ Pack analysis: Pack contains 1 units. Count-based. | ⚠️  Industry standard: Industry standard: Liquid pantry items tracked by volume"
"HIGH","SPA101","Star Anise 8oz","grocery","Each","oz","Weight","lb","Pack: 2x 8oz = 16oz total. Weight-based.","Industry standard: Packaged goods tracked by container","✅ Pack analysis: Pack: 2x 8oz = 16oz total. Weight-based. | ⚠️  Industry standard: Industry standard: Packaged goods tracked by container"
"HIGH","SUD03","Sudachi Citrus Juice 1each","grocery","Each","oz","Each","ea","Pack contains 1 units. Count-based.","Industry standard: Packaged goods tracked by container","✅ Pack analysis: Pack contains 1 units. Count-based. | ⚠️  Industry standard: Industry standard: Packaged goods tracked by container"
"HIGH","UF50141","Tapatio 1gal","grocery","Each","oz","Volume","oz","Pack: 1x 1gal. Volume accumulates to 128. Volume-based.","Industry standard: Packaged goods tracked by container","✅ Pack analysis: Pack: 1x 1gal. Volume accumulates to 128. Volume-based. | ⚠️  Industry standard: Industry standard: Packaged goods tracked by container"
"HIGH","IT003601401","shrimp 31-40 White 1lb","seafood","Each","oz","Weight","lb","Single unit of 1lb. Weight-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
"HIGH","IT003636601","shrimp head on 10-12 1lb","seafood","Each","oz","Weight","lb","Single unit of 1lb. Weight-based.","Industry standard: Bulk protein tracked by weight","✅ Pack analysis: Single unit of 1lb. Weight-based. | ⚠️  Industry standard: Industry standard: Bulk protein tracked by weight"
